,Problem,spc,n_formulae,n_atoms,contains_include,full_file_name
22233,SET036-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET036-6.p
22234,SET086^1.p, TH0_THM_EQU_NAR,29.0,36.0,,TPTP-v9.0.0/Problems/SET/SET086^1.p
22235,SET626+3.p, FOF_THM_RFO_SEQ,6.0,14.0,,TPTP-v9.0.0/Problems/SET/SET626+3.p
22236,SET632+3.p, FOF_THM_RFO_SEQ,9.0,21.0,,TPTP-v9.0.0/Problems/SET/SET632+3.p
22237,SET895+1.p, FOF_THM_RFO_SEQ,12.0,27.0,,TPTP-v9.0.0/Problems/SET/SET895+1.p
22238,SET881+1.p, FOF_THM_RFO_SEQ,8.0,13.0,,TPTP-v9.0.0/Problems/SET/SET881+1.p
22239,SET823-1.rm,,,2565.0,,TPTP-v9.0.0/Problems/SET/SET823-1.rm
22240,SET117+1.p, FOF_THM_RFO_SEQ,44.0,102.0,,TPTP-v9.0.0/Problems/SET/SET117+1.p
22241,SET183+3.p, FOF_THM_RFO_SEQ,8.0,17.0,,TPTP-v9.0.0/Problems/SET/SET183+3.p
22242,SET103+1.p, FOF_THM_RFO_SEQ,44.0,102.0,,TPTP-v9.0.0/Problems/SET/SET103+1.p
22243,SET726+4.p, FOF_THM_RFO_SEQ,29.0,134.0,,TPTP-v9.0.0/Problems/SET/SET726+4.p
22244,SET552-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET552-6.p
22245,SET234-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET234-6.p
22246,SET220-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET220-6.p
22247,SET732+4.p, FOF_THM_RFO_SEQ,29.0,137.0,,TPTP-v9.0.0/Problems/SET/SET732+4.p
22248,SET546-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET546-6.p
22249,SET208-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET208-6.p
22250,SET863-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET863-1.p
22251,SET426-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET426-6.p
22252,SET340-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET340-6.p
22253,SET578+3.p, FOF_THM_RFO_SEQ,7.0,18.0,,TPTP-v9.0.0/Problems/SET/SET578+3.p
22254,SET354-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET354-6.p
22255,SET432-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET432-6.p
22256,SET368-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET368-6.p
22257,SET691+4.p, FOF_THM_RFO_SEQ,12.0,31.0,,TPTP-v9.0.0/Problems/SET/SET691+4.p
22258,SET029-3.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET029-3.p
22259,SET383-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET383-6.p
22260,SET397-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET397-6.p
22261,SET015-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET015-3.p
22262,SET593+3.p, FOF_THM_RFO_SEQ,7.0,17.0,,TPTP-v9.0.0/Problems/SET/SET593+3.p
22263,SET829-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SET/SET829-2.p
22264,SET587+3.p, FOF_THM_RFO_SEQ,9.0,21.0,,TPTP-v9.0.0/Problems/SET/SET587+3.p
22265,SET142-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET142-6.p
22266,SET614^3.p, TH0_THM_EQU_NAR,29.0,40.0,,TPTP-v9.0.0/Problems/SET/SET614^3.p
22267,SET008+3.p, FOF_THM_RFO_SEQ,10.0,21.0,,TPTP-v9.0.0/Problems/SET/SET008+3.p
22268,SET936+1.p, FOF_THM_RFO_SEQ,13.0,25.0,,TPTP-v9.0.0/Problems/SET/SET936+1.p
22269,SET156-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET156-6.p
22270,SET181-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET181-6.p
22271,SET044^23.p, TH0_THM_EQU_NAR,30.0,47.0,,TPTP-v9.0.0/Problems/SET/SET044^23.p
22272,SET017-7.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET017-7.p
22273,SET195-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET195-6.p
22274,SET063+1.p, FOF_THM_RFO_SEQ,44.0,102.0,,TPTP-v9.0.0/Problems/SET/SET063+1.p
22275,SET077+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET077+1.p
22276,SET076+1.p, FOF_THM_RFO_SEQ,44.0,103.0,,TPTP-v9.0.0/Problems/SET/SET076+1.p
22277,SET062+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET062+1.p
22278,SET016-7.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET016-7.p
22279,SET194-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET194-6.p
22280,SET180-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET180-6.p
22281,SET937+1.p, FOF_THM_RFO_SEQ,24.0,46.0,,TPTP-v9.0.0/Problems/SET/SET937+1.p
22282,SET601^3.p, TH0_THM_EQU_NAR,29.0,46.0,,TPTP-v9.0.0/Problems/SET/SET601^3.p
22283,SET157-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET157-6.p
22284,SET615^3.p, TH0_THM_EQU_NAR,29.0,41.0,,TPTP-v9.0.0/Problems/SET/SET615^3.p
22285,SET143-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET143-6.p
22286,SET923+1.p, FOF_THM_RFO_SEQ,7.0,12.0,,TPTP-v9.0.0/Problems/SET/SET923+1.p
22287,SET009+3.p, FOF_THM_RFO_NEQ,4.0,9.0,,TPTP-v9.0.0/Problems/SET/SET009+3.p
22288,SET586+3.p, FOF_THM_RFO_SEQ,6.0,13.0,,TPTP-v9.0.0/Problems/SET/SET586+3.p
22289,SET828-2.p, CNF_UNS_RFO_NEQ_HRN,,,,TPTP-v9.0.0/Problems/SET/SET828-2.p
22290,SET592+3.p, FOF_THM_RFO_SEQ,11.0,26.0,,TPTP-v9.0.0/Problems/SET/SET592+3.p
22291,SET014-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET014-3.p
22292,SET396-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET396-6.p
22293,SET690+4.p, FOF_THM_RFO_SEQ,12.0,31.0,,TPTP-v9.0.0/Problems/SET/SET690+4.p
22294,SET382-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET382-6.p
22295,SET028-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET028-3.p
22296,SET369-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET369-6.p
22297,SET355-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET355-6.p
22298,SET579+3.p, FOF_THM_RFO_SEQ,5.0,14.0,,TPTP-v9.0.0/Problems/SET/SET579+3.p
22299,SET433-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET433-6.p
22300,SET427-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET427-6.p
22301,SET341-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET341-6.p
22302,SET046^5.p, TH0_THM_NEQ_NAR,2.0,6.0,,TPTP-v9.0.0/Problems/SET/SET046^5.p
22303,SET862-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET862-1.p
22304,SET209-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET209-6.p
22305,SET221-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET221-6.p
22306,SET547-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET547-6.p
22307,SET733+4.p, FOF_THM_RFO_SEQ,29.0,132.0,,TPTP-v9.0.0/Problems/SET/SET733+4.p
22308,SET896+1.rm,,6.0,9.0,,TPTP-v9.0.0/Problems/SET/SET896+1.rm
22309,SET553-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET553-6.p
22310,SET727+4.p, FOF_THM_RFO_SEQ,29.0,134.0,,TPTP-v9.0.0/Problems/SET/SET727+4.p
22311,SET235-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET235-6.p
22312,SET196+3.p, FOF_THM_RFO_SEQ,6.0,12.0,,TPTP-v9.0.0/Problems/SET/SET196+3.p
22313,SET102+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET102+1.p
22314,SET880+1.p, FOF_THM_RFO_SEQ,7.0,12.0,,TPTP-v9.0.0/Problems/SET/SET880+1.p
22315,SET557^5.rm,,2.0,20.0,,TPTP-v9.0.0/Problems/SET/SET557^5.rm
22316,SET894+1.p, FOF_THM_RFO_SEQ,11.0,22.0,,TPTP-v9.0.0/Problems/SET/SET894+1.p
22317,SET633+3.p, FOF_THM_RFO_SEQ,9.0,19.0,,TPTP-v9.0.0/Problems/SET/SET633+3.p
22318,SET627+3.p, FOF_THM_RFO_NEQ,6.0,11.0,,TPTP-v9.0.0/Problems/SET/SET627+3.p
22319,SET575^7.p, TH0_THM_EQU_NAR,77.0,158.0,,TPTP-v9.0.0/Problems/SET/SET575^7.p
22320,SET169+3.p, FOF_THM_RFO_SEQ,9.0,19.0,,TPTP-v9.0.0/Problems/SET/SET169+3.p
22321,SET037-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET037-6.p
22322,SET021-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET021-6.p
22323,SET619+3.p, FOF_THM_RFO_SEQ,14.0,24.0,,TPTP-v9.0.0/Problems/SET/SET619+3.p
22324,SET035-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET035-6.p
22325,SET631+3.p, FOF_THM_RFO_NEQ,4.0,10.0,,TPTP-v9.0.0/Problems/SET/SET631+3.p
22326,SET143+3.p, FOF_THM_RFO_SEQ,7.0,15.0,,TPTP-v9.0.0/Problems/SET/SET143+3.p
22327,SET625+3.p, FOF_THM_RFO_NEQ,5.0,12.0,,TPTP-v9.0.0/Problems/SET/SET625+3.p
22328,SET882+1.p, FOF_THM_RFO_SEQ,7.0,14.0,,TPTP-v9.0.0/Problems/SET/SET882+1.p
22329,SET194+3.p, FOF_THM_RFO_SEQ,6.0,12.0,,TPTP-v9.0.0/Problems/SET/SET194+3.p
22330,SET731+4.p, FOF_THM_RFO_SEQ,29.0,136.0,,TPTP-v9.0.0/Problems/SET/SET731+4.p
22331,SET545-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET545-6.p
22332,SET223-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET223-6.p
22333,SET237-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET237-6.p
22334,SET725+4.p, FOF_THM_RFO_SEQ,29.0,134.0,,TPTP-v9.0.0/Problems/SET/SET725+4.p
22335,SET551-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET551-6.p
22336,SET013^7.p, TH0_THM_EQU_NAR,126.0,359.0,,TPTP-v9.0.0/Problems/SET/SET013^7.p
22337,SET719+4.p, FOF_THM_RFO_SEQ,29.0,133.0,,TPTP-v9.0.0/Problems/SET/SET719+4.p
22338,SET860-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET860-1.p
22339,SET848-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET848-1.p
22340,SET044^5.p, TH0_THM_NEQ_NAR,2.0,4.0,,TPTP-v9.0.0/Problems/SET/SET044^5.p
22341,SET431-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET431-6.p
22342,SET357-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET357-6.p
22343,SET343-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET343-6.p
22344,SET425-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET425-6.p
22345,SET419-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET419-6.p
22346,SET569-6.rm,,,,,TPTP-v9.0.0/Problems/SET/SET569-6.rm
22347,SET394-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET394-6.p
22348,SET380-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET380-6.p
22349,SET692+4.p, FOF_THM_RFO_SEQ,12.0,31.0,,TPTP-v9.0.0/Problems/SET/SET692+4.p
22350,SET584+3.p, FOF_THM_RFO_SEQ,6.0,13.0,,TPTP-v9.0.0/Problems/SET/SET584+3.p
22351,SET016-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET016-3.p
22352,SET590+3.p, FOF_THM_RFO_NEQ,4.0,8.0,,TPTP-v9.0.0/Problems/SET/SET590+3.p
22353,SET155-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET155-6.p
22354,SET043-5.p, CNF_UNS_EPR_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET043-5.p
22355,SET935+1.p, FOF_THM_RFO_SEQ,16.0,30.0,,TPTP-v9.0.0/Problems/SET/SET935+1.p
22356,SET921+1.p, FOF_THM_RFO_SEQ,6.0,14.0,,TPTP-v9.0.0/Problems/SET/SET921+1.p
22357,SET171^3.p, TH0_THM_EQU_NAR,29.0,41.0,,TPTP-v9.0.0/Problems/SET/SET171^3.p
22358,SET141-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET141-6.p
22359,SET169-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET169-6.p
22360,SET909+1.p, FOF_THM_RFO_SEQ,13.0,23.0,,TPTP-v9.0.0/Problems/SET/SET909+1.p
22361,SET196-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET196-6.p
22362,SET182-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET182-6.p
22363,SET074+1.p, FOF_THM_RFO_SEQ,44.0,102.0,,TPTP-v9.0.0/Problems/SET/SET074+1.p
22364,SET060+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET060+1.p
22365,SET061+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET061+1.p
22366,SET557^6.p, TH0_THM_EQU_NAR,1.0,1.0,,TPTP-v9.0.0/Problems/SET/SET557^6.p
22367,SET183-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET183-6.p
22368,SET197-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET197-6.p
22369,SET168-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET168-6.p
22370,SET908+1.p, FOF_THM_RFO_SEQ,12.0,21.0,,TPTP-v9.0.0/Problems/SET/SET908+1.p
22371,SET920+1.p, FOF_THM_RFO_SEQ,9.0,17.0,,TPTP-v9.0.0/Problems/SET/SET920+1.p
22372,SET140-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET140-6.p
22373,SET154-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET154-6.p
22374,SET934+1.p, FOF_THM_RFO_SEQ,14.0,26.0,,TPTP-v9.0.0/Problems/SET/SET934+1.p
22375,SET591+3.p, FOF_THM_RFO_SEQ,7.0,15.0,,TPTP-v9.0.0/Problems/SET/SET591+3.p
22376,SET017-3.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET017-3.p
22377,SET585+3.p, FOF_THM_RFO_SEQ,11.0,21.0,,TPTP-v9.0.0/Problems/SET/SET585+3.p
22378,SET381-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET381-6.p
22379,SET693+4.p, FOF_THM_RFO_SEQ,12.0,31.0,,TPTP-v9.0.0/Problems/SET/SET693+4.p
22380,SET687+4.p, FOF_THM_RFO_SEQ,12.0,30.0,,TPTP-v9.0.0/Problems/SET/SET687+4.p
22381,SET395-6.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SET/SET395-6.p
22382,SET716^4.p, TH0_THM_EQU_NAR,17.0,27.0,,TPTP-v9.0.0/Problems/SET/SET716^4.p
22383,SET418-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET418-6.p
22384,SET342-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET342-6.p
22385,SET424-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET424-6.p
22386,SET430-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET430-6.p
22387,SET356-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET356-6.p
22388,SET787-2.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET787-2.p
22389,SET849-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET849-1.p
22390,SET045^5.p, TH0_THM_EQU_NAR,4.0,1.0,,TPTP-v9.0.0/Problems/SET/SET045^5.p
22391,SET861-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET861-1.p
22392,SET095+4.p, FOF_THM_RFO_SEQ,12.0,31.0,,TPTP-v9.0.0/Problems/SET/SET095+4.p
22393,SET718+4.p, FOF_THM_RFO_SEQ,29.0,133.0,,TPTP-v9.0.0/Problems/SET/SET718+4.p
22394,SET236-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET236-6.p
22395,SET550-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET550-6.p
22396,SET724+4.p, FOF_THM_RFO_SEQ,29.0,134.0,,TPTP-v9.0.0/Problems/SET/SET724+4.p
22397,SET544-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET544-6.p
22398,SET730+4.p, FOF_THM_RFO_SEQ,29.0,136.0,,TPTP-v9.0.0/Problems/SET/SET730+4.p
22399,SET222-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET222-6.p
22400,SET101+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET101+1.p
22401,SET047^1.p, TH0_THM_EQU_NAR,27.0,37.0,,TPTP-v9.0.0/Problems/SET/SET047^1.p
22402,SET883+1.p, FOF_THM_RFO_SEQ,5.0,7.0,,TPTP-v9.0.0/Problems/SET/SET883+1.p
22403,SET576^7.p, TH0_THM_EQU_NAR,79.0,138.0,,TPTP-v9.0.0/Problems/SET/SET576^7.p
22404,SET624+3.p, FOF_THM_RFO_SEQ,6.0,15.0,,TPTP-v9.0.0/Problems/SET/SET624+3.p
22405,SET630+3.p, FOF_THM_RFO_SEQ,12.0,22.0,,TPTP-v9.0.0/Problems/SET/SET630+3.p
22406,SET034-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET034-6.p
22407,SET618+3.p, FOF_THM_RFO_SEQ,12.0,19.0,,TPTP-v9.0.0/Problems/SET/SET618+3.p
22408,SET020-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET020-6.p
22409,SET878+1.p, FOF_THM_RFO_SEQ,9.0,14.0,,TPTP-v9.0.0/Problems/SET/SET878+1.p
22410,SET634+3.p, FOF_THM_RFO_SEQ,9.0,21.0,,TPTP-v9.0.0/Problems/SET/SET634+3.p
22411,SET018-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET018-6.p
22412,SET620+3.p, FOF_THM_RFO_SEQ,14.0,26.0,,TPTP-v9.0.0/Problems/SET/SET620+3.p
22413,SET146+3.p, FOF_THM_RFO_SEQ,9.0,18.0,,TPTP-v9.0.0/Problems/SET/SET146+3.p
22414,SET608+3.p, FOF_THM_RFO_SEQ,10.0,22.0,,TPTP-v9.0.0/Problems/SET/SET608+3.p
22415,SET024-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET024-6.p
22416,SET030-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET030-6.p
22417,SET105+1.p, FOF_THM_RFO_SEQ,44.0,103.0,,TPTP-v9.0.0/Problems/SET/SET105+1.p
22418,SET185+3.p, FOF_THM_RFO_SEQ,7.0,16.0,,TPTP-v9.0.0/Problems/SET/SET185+3.p
22419,SET989+1.rm,,35.0,78.0,,TPTP-v9.0.0/Problems/SET/SET989+1.rm
22420,SET887+1.p, FOF_THM_RFO_SEQ,12.0,26.0,,TPTP-v9.0.0/Problems/SET/SET887+1.p
22421,SET966+1.rm,,6.0,12.0,,TPTP-v9.0.0/Problems/SET/SET966+1.rm
22422,SET893+1.p, FOF_THM_RFO_SEQ,9.0,16.0,,TPTP-v9.0.0/Problems/SET/SET893+1.p
22423,SET002^7.p, TH0_THM_EQU_NAR,93.0,226.0,,TPTP-v9.0.0/Problems/SET/SET002^7.p
22424,SET708+4.p, FOF_THM_RFO_SEQ,29.0,133.0,,TPTP-v9.0.0/Problems/SET/SET708+4.p
22425,SET226-6.p, CNF_SAT_RFO_EQU_NUE,,,,TPTP-v9.0.0/Problems/SET/SET226-6.p
22426,SET540-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET540-6.p
22427,SET734+4.p, FOF_THM_RFO_SEQ,29.0,132.0,,TPTP-v9.0.0/Problems/SET/SET734+4.p
22428,SET554-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET554-6.p
22429,SET720+4.p, FOF_THM_RFO_SEQ,29.0,131.0,,TPTP-v9.0.0/Problems/SET/SET720+4.p
22430,SET232-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET232-6.p
22431,SET859-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET859-1.p
22432,SET865-1.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET865-1.p
22433,SET408-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET408-6.p
22434,SET352-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET352-6.p
22435,SET434-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET434-6.p
22436,SET420-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET420-6.p
22437,SET346-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET346-6.p
22438,SET581+3.p, FOF_THM_RFO_SEQ,7.0,15.0,,TPTP-v9.0.0/Problems/SET/SET581+3.p
22439,SET013-3.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET013-3.p
22440,SET595+3.p, FOF_THM_RFO_SEQ,9.0,22.0,,TPTP-v9.0.0/Problems/SET/SET595+3.p
22441,SET391-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET391-6.p
22442,SET697+4.p, FOF_THM_RFO_SEQ,12.0,33.0,,TPTP-v9.0.0/Problems/SET/SET697+4.p
22443,SET385-6.p, CNF_UNK_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET385-6.p
22444,SET178-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET178-6.p
22445,SET918+1.p, FOF_THM_RFO_SEQ,10.0,21.0,,TPTP-v9.0.0/Problems/SET/SET918+1.p
22446,SET930+1.p, FOF_THM_RFO_SEQ,9.0,20.0,,TPTP-v9.0.0/Problems/SET/SET930+1.p
22447,SET606^3.p, TH0_THM_EQU_NAR,29.0,39.0,,TPTP-v9.0.0/Problems/SET/SET606^3.p
22448,SET150-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET150-6.p
22449,SET046-5.p, CNF_UNS_RFO_NEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET046-5.p
22450,SET612^3.p, TH0_THM_EQU_NAR,29.0,41.0,,TPTP-v9.0.0/Problems/SET/SET612^3.p
22451,SET144-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET144-6.p
22452,SET924+1.p, FOF_THM_RFO_SEQ,5.0,8.0,,TPTP-v9.0.0/Problems/SET/SET924+1.p
22453,SET071+1.p, FOF_THM_RFO_SEQ,44.0,103.0,,TPTP-v9.0.0/Problems/SET/SET071+1.p
22454,SET065+1.p, FOF_THM_RFO_SEQ,44.0,101.0,,TPTP-v9.0.0/Problems/SET/SET065+1.p
22455,SET193-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET193-6.p
22456,SET187-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET187-6.p
22457,SET186-6.p, CNF_UNS_RFO_SEQ_NHN,,,,TPTP-v9.0.0/Problems/SET/SET186-6.p
