,Problem,spc,n_formulae,n_atoms,n_clauses,n_literals,n_variables,full_file_name,problem_form,expected_szs,logic_order,equality,arithmetic,horness
18464,LCL277-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL277-3.p,CNF,UNS,RFO,SEQ,HRN,
18465,LCL623^1.p, TH0_THM_EQU_NAR,38.0,55.0,,,38.0,TPTP-v9.0.0/Problems/LCL/LCL623^1.p,TH0,THM,EQU,NAR,,
18466,LCL036-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,7.0,TPTP-v9.0.0/Problems/LCL/LCL036-1.p,CNF,UNS,RFO,NEQ,HRN,
18467,LCL750-1.p, CNF_UNS_RFO_SEQ_NHN,,,717.0,1890.0,1918.0,TPTP-v9.0.0/Problems/LCL/LCL750-1.p,CNF,UNS,RFO,SEQ,NHN,
18468,LCL803_5.p, TF1_THM_EQU_NAR,178.0,231.0,,,362.0,TPTP-v9.0.0/Problems/LCL/LCL803_5.p,TF1,THM,EQU,NAR,,
18469,LCL817_5.p, TF1_THM_EQU_NAR,172.0,209.0,,,353.0,TPTP-v9.0.0/Problems/LCL/LCL817_5.p,TF1,THM,EQU,NAR,,
18470,LCL744-1.p, CNF_UNS_RFO_SEQ_HRN,,,19.0,30.0,48.0,TPTP-v9.0.0/Problems/LCL/LCL744-1.p,CNF,UNS,RFO,SEQ,HRN,
18471,LCL022-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL022-1.p,CNF,UNS,RFO,NEQ,HRN,
18472,LCL778-1.p, CNF_UNS_RFO_SEQ_NHN,,,549.0,1246.0,1829.0,TPTP-v9.0.0/Problems/LCL/LCL778-1.p,CNF,UNS,RFO,SEQ,NHN,
18473,LCL573+1.p, FOF_THM_RFO_SEQ,52.0,90.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL573+1.p,FOF,THM,RFO,SEQ,,
18474,LCL793-1.p, CNF_UNS_RFO_SEQ_NHN,,,1105.0,3165.0,3118.0,TPTP-v9.0.0/Problems/LCL/LCL793-1.p,CNF,UNS,RFO,SEQ,NHN,
18475,LCL787-1.p, CNF_UNS_RFO_SEQ_NHN,,,378.0,724.0,1159.0,TPTP-v9.0.0/Problems/LCL/LCL787-1.p,CNF,UNS,RFO,SEQ,NHN,
18476,LCL567+1.p, FOF_CSA_RFO_SEQ,55.0,93.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL567+1.p,FOF,CSA,RFO,SEQ,,
18477,LCL672+1.020.p, FOF_THM_RFO_NEQ,3.0,6684.0,,,4025.0,TPTP-v9.0.0/Problems/LCL/LCL672+1.020.p,FOF,THM,RFO,NEQ,,
18478,LCL662+1.020.p, FOF_THM_RFO_NEQ,2.0,11954.0,,,11839.0,TPTP-v9.0.0/Problems/LCL/LCL662+1.020.p,FOF,THM,RFO,NEQ,,
18479,LCL559+1.p, FOF_THM_RFO_SEQ,77.0,144.0,,,110.0,TPTP-v9.0.0/Problems/LCL/LCL559+1.p,FOF,THM,RFO,SEQ,,
18480,LCL791-1.p, CNF_UNS_RFO_SEQ_NHN,,,1053.0,2905.0,2957.0,TPTP-v9.0.0/Problems/LCL/LCL791-1.p,CNF,UNS,RFO,SEQ,NHN,
18481,LCL654+1.020.p, FOF_THM_RFO_NEQ,2.0,1721.0,,,1542.0,TPTP-v9.0.0/Problems/LCL/LCL654+1.020.p,FOF,THM,RFO,NEQ,,
18482,LCL571+1.p, FOF_CSA_RFO_SEQ,52.0,90.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL571+1.p,FOF,CSA,RFO,SEQ,,
18483,LCL565+1.p, FOF_CSA_RFO_SEQ,55.0,93.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL565+1.p,FOF,CSA,RFO,SEQ,,
18484,LCL644+1.020.p, FOF_THM_RFO_NEQ,1.0,870.0,,,305.0,TPTP-v9.0.0/Problems/LCL/LCL644+1.020.p,FOF,THM,RFO,NEQ,,
18485,LCL785-1.p, CNF_UNS_RFO_SEQ_NHN,,,418.0,803.0,1255.0,TPTP-v9.0.0/Problems/LCL/LCL785-1.p,CNF,UNS,RFO,SEQ,NHN,
18486,LCL008-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL008-1.p,CNF,UNS,RFO,NEQ,HRN,
18487,LCL829_5.p, TF1_THM_EQU_NAR,179.0,180.0,,,375.0,TPTP-v9.0.0/Problems/LCL/LCL829_5.p,TF1,THM,EQU,NAR,,
18488,LCL801_5.p, TF1_UNK_EQU_NAR,172.0,236.0,,,372.0,TPTP-v9.0.0/Problems/LCL/LCL801_5.p,TF1,UNK,EQU,NAR,,
18489,LCL752-1.p, CNF_UNS_RFO_SEQ_NHN,,,1138.0,2665.0,2900.0,TPTP-v9.0.0/Problems/LCL/LCL752-1.p,CNF,UNS,RFO,SEQ,NHN,
18490,LCL034-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,7.0,TPTP-v9.0.0/Problems/LCL/LCL034-1.p,CNF,UNS,RFO,NEQ,HRN,
18491,LCL020-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL020-1.p,CNF,UNS,RFO,NEQ,HRN,
18492,LCL746-1.p, CNF_UNS_RFO_SEQ_NHN,,,667.0,1627.0,1889.0,TPTP-v9.0.0/Problems/LCL/LCL746-1.p,CNF,UNS,RFO,SEQ,NHN,
18493,LCL815_5.p, TF1_THM_EQU_NAR,172.0,211.0,,,359.0,TPTP-v9.0.0/Problems/LCL/LCL815_5.p,TF1,THM,EQU,NAR,,
18494,LCL249-3.p, CNF_UNS_RFO_SEQ_HRN,,,10.0,13.0,18.0,TPTP-v9.0.0/Problems/LCL/LCL249-3.p,CNF,UNS,RFO,SEQ,HRN,
18495,LCL621^1.p, TH0_THM_EQU_NAR,37.0,51.0,,,41.0,TPTP-v9.0.0/Problems/LCL/LCL621^1.p,TH0,THM,EQU,NAR,,
18496,LCL609^1.p, TH0_THM_EQU_NAR,36.0,40.0,,,39.0,TPTP-v9.0.0/Problems/LCL/LCL609^1.p,TH0,THM,EQU,NAR,,
18497,LCL261-3.p, CNF_UNS_RFO_SEQ_HRN,,,10.0,13.0,18.0,TPTP-v9.0.0/Problems/LCL/LCL261-3.p,CNF,UNS,RFO,SEQ,HRN,
18498,LCL275-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL275-3.p,CNF,UNS,RFO,SEQ,HRN,
18499,LCL236-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL236-1.p,CNF,UNS,RFO,NEQ,HRN,
18500,LCL446-2.p, CNF_UNS_RFO_NEQ_HRN,,,4.0,6.0,13.0,TPTP-v9.0.0/Problems/LCL/LCL446-2.p,CNF,UNS,RFO,NEQ,HRN,
18501,LCL737^5.rm, THF_THM_NEQ,2.0,50.0,,,11.0,TPTP-v9.0.0/Problems/LCL/LCL737^5.rm,THF,THM,NEQ,,,
18502,LCL222-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL222-1.p,CNF,UNS,RFO,NEQ,HRN,
18503,LCL462^7.p, TH0_THM_EQU_NAR,171.0,969.0,,,258.0,TPTP-v9.0.0/Problems/LCL/LCL462^7.p,TH0,THM,EQU,NAR,,
18504,LCL329-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL329-3.p,CNF,UNS,RFO,SEQ,HRN,
18505,LCL375-10.p, CNF_UNS_RFO_PEQ_UEQ,,,6.0,6.0,11.0,TPTP-v9.0.0/Problems/LCL/LCL375-10.p,CNF,UNS,RFO,PEQ,UEQ,
18506,LCL381-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL381-1.p,CNF,UNS,RFO,NEQ,HRN,
18507,LCL315-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL315-3.p,CNF,UNS,RFO,SEQ,HRN,
18508,LCL301-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL301-3.p,CNF,UNS,RFO,SEQ,HRN,
18509,LCL395-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL395-1.p,CNF,UNS,RFO,NEQ,HRN,
18510,LCL418-1.p, CNF_OPN_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL418-1.p,CNF,OPN,RFO,NEQ,HRN,
18511,LCL424-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,7.0,7.0,TPTP-v9.0.0/Problems/LCL/LCL424-1.p,CNF,UNS,RFO,NEQ,HRN,
18512,LCL430-1.p, CNF_UNS_RFO_SEQ_NHN,,,1382.0,2598.0,1981.0,TPTP-v9.0.0/Problems/LCL/LCL430-1.p,CNF,UNS,RFO,SEQ,NHN,
18513,LCL356-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL356-1.p,CNF,UNS,RFO,NEQ,HRN,
18514,LCL752_5.p, TF1_UNK_EQU_NAR,151.0,234.0,,,284.0,TPTP-v9.0.0/Problems/LCL/LCL752_5.p,TF1,UNK,EQU,NAR,,
18515,LCL801-1.p, CNF_UNS_RFO_SEQ_NHN,,,796.0,1730.0,2984.0,TPTP-v9.0.0/Problems/LCL/LCL801-1.p,CNF,UNS,RFO,SEQ,NHN,
18516,LCL815-1.p, CNF_UNS_RFO_SEQ_NHN,,,817.0,1726.0,2547.0,TPTP-v9.0.0/Problems/LCL/LCL815-1.p,CNF,UNS,RFO,SEQ,NHN,
18517,LCL746_5.p, TF1_UNK_EQU_NAR,163.0,246.0,,,373.0,TPTP-v9.0.0/Problems/LCL/LCL746_5.p,TF1,UNK,EQU,NAR,,
18518,LCL686+1.001.p, FOF_THM_RFO_NEQ,3.0,24.0,,,13.0,TPTP-v9.0.0/Problems/LCL/LCL686+1.001.p,FOF,THM,RFO,NEQ,,
18519,LCL183-1.p, CNF_SAT_RFO_NEQ,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL183-1.p,CNF,SAT,RFO,NEQ,,
18520,LCL197-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL197-1.p,CNF,UNS,RFO,NEQ,HRN,
18521,LCL743^5.p, TH0_CSA_EQU_NAR,5.0,5.0,,,1.0,TPTP-v9.0.0/Problems/LCL/LCL743^5.p,TH0,CSA,EQU,NAR,,
18522,LCL829-1.p, CNF_UNS_RFO_SEQ_NHN,,,483.0,901.0,1645.0,TPTP-v9.0.0/Problems/LCL/LCL829-1.p,CNF,UNS,RFO,SEQ,NHN,
18523,LCL667+1.010.p, FOF_CSA_RFO_NEQ,2.0,1707.0,,,498.0,TPTP-v9.0.0/Problems/LCL/LCL667+1.010.p,FOF,CSA,RFO,NEQ,,
18524,LCL636+1.020.p, FOF_THM_RFO_NEQ,1.0,9284.0,,,1953.0,TPTP-v9.0.0/Problems/LCL/LCL636+1.020.p,FOF,THM,RFO,NEQ,,
18525,LCL791_5.p, TF1_UNK_EQU_NAR,166.0,229.0,,,375.0,TPTP-v9.0.0/Problems/LCL/LCL791_5.p,TF1,UNK,EQU,NAR,,
18526,LCL580^1.p, TH0_THM_EQU_NAR,37.0,41.0,,,36.0,TPTP-v9.0.0/Problems/LCL/LCL580^1.p,TH0,THM,EQU,NAR,,
18527,LCL594^1.p, TH0_THM_EQU_NAR,36.0,40.0,,,38.0,TPTP-v9.0.0/Problems/LCL/LCL594^1.p,TH0,THM,EQU,NAR,,
18528,LCL168-1.p, CNF_SAT_RFO_NEQ,,,6.0,8.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL168-1.p,CNF,SAT,RFO,NEQ,,
18529,LCL677+1.010.p, FOF_CSA_RFO_NEQ,3.0,416.0,,,155.0,TPTP-v9.0.0/Problems/LCL/LCL677+1.010.p,FOF,CSA,RFO,NEQ,,
18530,LCL785_5.p, TF1_THM_EQU_NAR,160.0,227.0,,,430.0,TPTP-v9.0.0/Problems/LCL/LCL785_5.p,TF1,THM,EQU,NAR,,
18531,LCL140-1.p, CNF_UNS_RFO_PEQ_UEQ,,,5.0,5.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL140-1.p,CNF,UNS,RFO,PEQ,UEQ,
18532,LCL154-1.p, CNF_UNS_RFO_PEQ_UEQ,,,17.0,17.0,33.0,TPTP-v9.0.0/Problems/LCL/LCL154-1.p,CNF,UNS,RFO,PEQ,UEQ,
18533,LCL155-1.p, CNF_UNS_RFO_PEQ_UEQ,,,17.0,17.0,33.0,TPTP-v9.0.0/Problems/LCL/LCL155-1.p,CNF,UNS,RFO,PEQ,UEQ,
18534,LCL141-1.p, CNF_UNS_RFO_PEQ_UEQ,,,5.0,5.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL141-1.p,CNF,UNS,RFO,PEQ,UEQ,
18535,LCL683+1.010.p, FOF_CSA_RFO_NEQ,3.0,1392.0,,,1067.0,TPTP-v9.0.0/Problems/LCL/LCL683+1.010.p,FOF,CSA,RFO,NEQ,,
18536,LCL169-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL169-1.p,CNF,UNS,RFO,NEQ,HRN,
18537,LCL595^1.p, TH0_THM_EQU_NAR,79.0,94.0,,,109.0,TPTP-v9.0.0/Problems/LCL/LCL595^1.p,TH0,THM,EQU,NAR,,
18538,LCL784_5.p, TF1_THM_EQU_NAR,160.0,216.0,,,364.0,TPTP-v9.0.0/Problems/LCL/LCL784_5.p,TF1,THM,EQU,NAR,,
18539,LCL790_5.p, TF1_UNK_EQU_NAR,165.0,227.0,,,375.0,TPTP-v9.0.0/Problems/LCL/LCL790_5.p,TF1,UNK,EQU,NAR,,
18540,LCL581^1.p, TH0_THM_EQU_NAR,38.0,45.0,,,36.0,TPTP-v9.0.0/Problems/LCL/LCL581^1.p,TH0,THM,EQU,NAR,,
18541,LCL080-2.p, CNF_UNS_RFO_NEQ_HRN,,,6.0,8.0,10.0,TPTP-v9.0.0/Problems/LCL/LCL080-2.p,CNF,UNS,RFO,NEQ,HRN,
18542,LCL196-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL196-1.p,CNF,UNS,RFO,NEQ,HRN,
18543,LCL828-1.p, CNF_UNS_RFO_SEQ_NHN,,,75.0,147.0,152.0,TPTP-v9.0.0/Problems/LCL/LCL828-1.p,CNF,UNS,RFO,SEQ,NHN,
18544,LCL742^5.p, TH0_THM_EQU_NAR,3.0,3.0,,,7.0,TPTP-v9.0.0/Problems/LCL/LCL742^5.p,TH0,THM,EQU,NAR,,
18545,LCL662+1.001.p, FOF_THM_EPR_NEQ,1.0,2.0,,,1.0,TPTP-v9.0.0/Problems/LCL/LCL662+1.001.p,FOF,THM,EPR,NEQ,,
18546,LCL182-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL182-1.p,CNF,UNS,RFO,NEQ,HRN,
18547,LCL672+1.001.p, FOF_THM_RFO_NEQ,3.0,53.0,,,35.0,TPTP-v9.0.0/Problems/LCL/LCL672+1.001.p,FOF,THM,RFO,NEQ,,
18548,LCL747_5.p, TF1_UNK_EQU_NAR,174.0,228.0,,,353.0,TPTP-v9.0.0/Problems/LCL/LCL747_5.p,TF1,UNK,EQU,NAR,,
18549,LCL814-1.p, CNF_UNS_RFO_SEQ_NHN,,,682.0,1379.0,1964.0,TPTP-v9.0.0/Problems/LCL/LCL814-1.p,CNF,UNS,RFO,SEQ,NHN,
18550,LCL645+1.015.p, FOF_CSA_RFO_NEQ,1.0,1603.0,,,775.0,TPTP-v9.0.0/Problems/LCL/LCL645+1.015.p,FOF,CSA,RFO,NEQ,,
18551,LCL800-1.p, CNF_UNS_RFO_SEQ_NHN,,,390.0,859.0,995.0,TPTP-v9.0.0/Problems/LCL/LCL800-1.p,CNF,UNS,RFO,SEQ,NHN,
18552,LCL753_5.p, TF1_UNK_EQU_NAR,177.0,305.0,,,311.0,TPTP-v9.0.0/Problems/LCL/LCL753_5.p,TF1,UNK,EQU,NAR,,
18553,LCL655+1.015.p, FOF_CSA_RFO_NEQ,2.0,1396.0,,,1157.0,TPTP-v9.0.0/Problems/LCL/LCL655+1.015.p,FOF,CSA,RFO,NEQ,,
18554,LCL431-1.p, CNF_UNS_RFO_SEQ_NHN,,,2753.0,6028.0,5749.0,TPTP-v9.0.0/Problems/LCL/LCL431-1.p,CNF,UNS,RFO,SEQ,NHN,
18555,LCL357-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL357-1.p,CNF,UNS,RFO,NEQ,HRN,
18556,LCL425-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,11.0,TPTP-v9.0.0/Problems/LCL/LCL425-1.p,CNF,UNS,RFO,NEQ,HRN,
18557,LCL419-1.p, CNF_UNS_RFO_NEQ_HRN,,,6.0,8.0,11.0,TPTP-v9.0.0/Problems/LCL/LCL419-1.p,CNF,UNS,RFO,NEQ,HRN,
18558,LCL300-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL300-3.p,CNF,UNS,RFO,SEQ,HRN,
18559,LCL394-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL394-1.p,CNF,UNS,RFO,NEQ,HRN,
18560,LCL654+1.005.p, FOF_THM_RFO_NEQ,2.0,206.0,,,162.0,TPTP-v9.0.0/Problems/LCL/LCL654+1.005.p,FOF,THM,RFO,NEQ,,
18561,LCL380-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL380-1.p,CNF,UNS,RFO,NEQ,HRN,
18562,LCL314-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL314-3.p,CNF,UNS,RFO,SEQ,HRN,
18563,LCL644+1.005.p, FOF_THM_RFO_NEQ,1.0,225.0,,,80.0,TPTP-v9.0.0/Problems/LCL/LCL644+1.005.p,FOF,THM,RFO,NEQ,,
18564,LCL328-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL328-3.p,CNF,UNS,RFO,SEQ,HRN,
18565,LCL658+1.010.p, FOF_THM_RFO_NEQ,2.0,152.0,,,109.0,TPTP-v9.0.0/Problems/LCL/LCL658+1.010.p,FOF,THM,RFO,NEQ,,
18566,LCL223-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL223-1.p,CNF,UNS,RFO,NEQ,HRN,
18567,LCL237-1.p, CNF_UNS_RFO_NEQ_HRN,,,9.0,14.0,17.0,TPTP-v9.0.0/Problems/LCL/LCL237-1.p,CNF,UNS,RFO,NEQ,HRN,
18568,LCL648+1.010.p, FOF_THM_RFO_NEQ,1.0,1707.0,,,498.0,TPTP-v9.0.0/Problems/LCL/LCL648+1.010.p,FOF,THM,RFO,NEQ,,
18569,LCL447-2.p, CNF_UNS_RFO_NEQ_HRN,,,4.0,6.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL447-2.p,CNF,UNS,RFO,NEQ,HRN,
18570,LCL109-6.p, CNF_UNS_RFO_PEQ_UEQ,,,14.0,14.0,19.0,TPTP-v9.0.0/Problems/LCL/LCL109-6.p,CNF,UNS,RFO,PEQ,UEQ,
18571,LCL636+1.005.p, FOF_THM_RFO_NEQ,1.0,719.0,,,153.0,TPTP-v9.0.0/Problems/LCL/LCL636+1.005.p,FOF,THM,RFO,NEQ,,
18572,LCL274-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL274-3.p,CNF,UNS,RFO,SEQ,HRN,
18573,LCL608^1.p, TH0_THM_EQU_NAR,36.0,41.0,,,38.0,TPTP-v9.0.0/Problems/LCL/LCL608^1.p,TH0,THM,EQU,NAR,,
18574,LCL260-3.p, CNF_UNS_RFO_SEQ_HRN,,,9.0,12.0,16.0,TPTP-v9.0.0/Problems/LCL/LCL260-3.p,CNF,UNS,RFO,SEQ,HRN,
18575,LCL248-3.p, CNF_UNS_RFO_SEQ_HRN,,,10.0,13.0,18.0,TPTP-v9.0.0/Problems/LCL/LCL248-3.p,CNF,UNS,RFO,SEQ,HRN,
18576,LCL620^1.p, TH0_THM_EQU_NAR,36.0,44.0,,,39.0,TPTP-v9.0.0/Problems/LCL/LCL620^1.p,TH0,THM,EQU,NAR,,
18577,LCL634^1.p, TH0_CSA_EQU_NAR,26.0,48.0,,,34.0,TPTP-v9.0.0/Problems/LCL/LCL634^1.p,TH0,CSA,EQU,NAR,,
18578,LCL021-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL021-1.p,CNF,UNS,RFO,NEQ,HRN,
18579,LCL814_5.p, TF1_THM_EQU_NAR,172.0,211.0,,,361.0,TPTP-v9.0.0/Problems/LCL/LCL814_5.p,TF1,THM,EQU,NAR,,
18580,LCL747-1.p, CNF_UNS_RFO_SEQ_NHN,,,728.0,1708.0,2065.0,TPTP-v9.0.0/Problems/LCL/LCL747-1.p,CNF,UNS,RFO,SEQ,NHN,
18581,LCL753-1.p, CNF_UNS_RFO_SEQ_NHN,,,718.0,1891.0,1920.0,TPTP-v9.0.0/Problems/LCL/LCL753-1.p,CNF,UNS,RFO,SEQ,NHN,
18582,LCL605^1.rm,,36.0,233.0,,,39.0,TPTP-v9.0.0/Problems/LCL/LCL605^1.rm,,,,,,
18583,LCL800_5.p, TF1_THM_EQU_NAR,155.0,166.0,,,280.0,TPTP-v9.0.0/Problems/LCL/LCL800_5.p,TF1,THM,EQU,NAR,,
18584,LCL637+1.015.p, FOF_CSA_RFO_NEQ,1.0,5338.0,,,1113.0,TPTP-v9.0.0/Problems/LCL/LCL637+1.015.p,FOF,CSA,RFO,NEQ,,
18585,LCL035-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,7.0,TPTP-v9.0.0/Problems/LCL/LCL035-1.p,CNF,UNS,RFO,NEQ,HRN,
18586,LCL828_5.p, TF1_THM_EQU_NAR,173.0,233.0,,,374.0,TPTP-v9.0.0/Problems/LCL/LCL828_5.p,TF1,THM,EQU,NAR,,
18587,LCL009-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL009-1.p,CNF,UNS,RFO,NEQ,HRN,
18588,LCL564+1.p, FOF_THM_RFO_SEQ,55.0,93.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL564+1.p,FOF,THM,RFO,SEQ,,
18589,LCL784-1.p, CNF_UNS_RFO_SEQ_NHN,,,317.0,640.0,970.0,TPTP-v9.0.0/Problems/LCL/LCL784-1.p,CNF,UNS,RFO,SEQ,NHN,
18590,LCL076-3.p, CNF_UNS_RFO_NEQ_HRN,,,6.0,10.0,12.0,TPTP-v9.0.0/Problems/LCL/LCL076-3.p,CNF,UNS,RFO,NEQ,HRN,
18591,LCL790-1.p, CNF_UNS_RFO_SEQ_NHN,,,641.0,1365.0,1736.0,TPTP-v9.0.0/Problems/LCL/LCL790-1.p,CNF,UNS,RFO,SEQ,NHN,
18592,LCL570+1.p, FOF_THM_RFO_SEQ,52.0,90.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL570+1.p,FOF,THM,RFO,SEQ,,
18593,LCL558+1.p, FOF_THM_RFO_SEQ,77.0,144.0,,,110.0,TPTP-v9.0.0/Problems/LCL/LCL558+1.p,FOF,THM,RFO,SEQ,,
18594,LCL975_1.001.p, NX0_CSA_PRP_NEQ_NAR,3.0,4.0,,,0.0,TPTP-v9.0.0/Problems/LCL/LCL975_1.001.p,NX0,CSA,PRP,NEQ,NAR,
18595,LCL574+1.p, FOF_THM_RFO_SEQ,52.0,90.0,,,55.0,TPTP-v9.0.0/Problems/LCL/LCL574+1.p,FOF,THM,RFO,SEQ,,
18596,LCL794-1.p, CNF_UNS_RFO_SEQ_NHN,,,435.0,839.0,1407.0,TPTP-v9.0.0/Problems/LCL/LCL794-1.p,CNF,UNS,RFO,SEQ,NHN,
18597,LCL780-1.p, CNF_UNS_RFO_SEQ_NHN,,,405.0,837.0,994.0,TPTP-v9.0.0/Problems/LCL/LCL780-1.p,CNF,UNS,RFO,SEQ,NHN,
18598,LCL560+1.p, FOF_THM_RFO_SEQ,77.0,144.0,,,110.0,TPTP-v9.0.0/Problems/LCL/LCL560+1.p,FOF,THM,RFO,SEQ,,
18599,LCL548+1.p, FOF_THM_RFO_SEQ,89.0,156.0,,,110.0,TPTP-v9.0.0/Problems/LCL/LCL548+1.p,FOF,THM,RFO,SEQ,,
18600,LCL031-1.p, CNF_UNS_RFO_NEQ_HRN,,,6.0,8.0,10.0,TPTP-v9.0.0/Problems/LCL/LCL031-1.p,CNF,UNS,RFO,NEQ,HRN,
18601,LCL804_5.p, TF1_UNK_EQU_NAR,178.0,220.0,,,371.0,TPTP-v9.0.0/Problems/LCL/LCL804_5.p,TF1,UNK,EQU,NAR,,
18602,LCL757-1.p, CNF_UNS_RFO_SEQ_NHN,,,603.0,1356.0,1695.0,TPTP-v9.0.0/Problems/LCL/LCL757-1.p,CNF,UNS,RFO,SEQ,NHN,
18603,LCL810_5.p, TF1_UNK_EQU_NAR,164.0,182.0,,,338.0,TPTP-v9.0.0/Problems/LCL/LCL810_5.p,TF1,UNK,EQU,NAR,,
18604,LCL025-1.p, CNF_UNS_RFO_NEQ_HRN,,,5.0,7.0,8.0,TPTP-v9.0.0/Problems/LCL/LCL025-1.p,CNF,UNS,RFO,NEQ,HRN,
18605,LCL838_5.p, TF1_THM_EQU_NAR,159.0,220.0,,,336.0,TPTP-v9.0.0/Problems/LCL/LCL838_5.p,TF1,THM,EQU,NAR,,
18606,LCL019-1.p, CNF_UNS_RFO_NEQ_HRN,,,3.0,5.0,5.0,TPTP-v9.0.0/Problems/LCL/LCL019-1.p,CNF,UNS,RFO,NEQ,HRN,
18607,LCL264-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL264-3.p,CNF,UNS,RFO,SEQ,HRN,
18608,LCL645+1.020.p, FOF_CSA_RFO_NEQ,1.0,2183.0,,,1055.0,TPTP-v9.0.0/Problems/LCL/LCL645+1.020.p,FOF,CSA,RFO,NEQ,,
18609,LCL618^1.p, TH0_THM_EQU_NAR,38.0,56.0,,,38.0,TPTP-v9.0.0/Problems/LCL/LCL618^1.p,TH0,THM,EQU,NAR,,
18610,LCL270-3.p, CNF_UNS_RFO_SEQ_HRN,,,11.0,14.0,20.0,TPTP-v9.0.0/Problems/LCL/LCL270-3.p,CNF,UNS,RFO,SEQ,HRN,
